Song,entity_text,entity_label,Year,Lyrics
DJ Got Us Fallin' in Love,tonight,TIME,2010.0,"falling in love again baby, tonight The DJ got us falling in love again So dance, dance like it's the last, last night Of your"
DJ Got Us Fallin' in Love,tonight,TIME,2010.0,"get you right 'Cause baby, tonight The DJ got us falling in love again Hahaha... Thank you, DJ, haha"
DJ Got Us Fallin' in Love,Hahaha,GPE,2010.0,"get you right 'Cause baby, tonight The DJ got us falling in love again Hahaha... Thank you, DJ, haha"
Your Love Is My Drug,Momma,PERSON,2010.0,"I said your love, your love, your love is my drug Your love, your love, your love Won't listen to any advice Momma's telling me"
Your Love Is My Drug,Momma,PERSON,2010.0,"your love, your love, your love is my drug Your love, your love, your love Won't listen to any advice Momma's telling me I should"
Your Love Is My Drug,Momma,PERSON,2010.0,"your love, your love is my drug Your love, your love, your love Won't listen to any advice Momma's telling me I should think twice"
Your Love Is My Drug,808,CARDINAL,2010.0,Do I make your heart beat like an 808 drum? Is my love your drug? Your drug your drug your drug Is my love your
Find Your Love,us,GPE,2010.0,nothing's gonna tear us apart I bet if I give all my love then nothing's gonna tear us apart
Alejandro,Mexico,GPE,2010.0,"got a halo around her finger, around you You know that I love you, boy Hot, like Mexico, rejoice At this point, I've gotta choose"
Alejandro,Mexico,GPE,2010.0,"Now he's gotta firefight, gotta cool the bad You know that I love you, boy Hot, like Mexico, rejoice At this point, I've gotta choose"
How Low,Asian,NORP,2010.0,"to chocolate I know that very well Asian persuasion, no discrimination, I love how they seem to please us I wanna taste them butter Rican"
How Low,Rican,NORP,2010.0,"to chocolate I know that very well Asian persuasion, no discrimination, I love how they seem to please us I wanna taste them butter Rican"
Like A G6,Mo Moët,PERSON,2010.0,"Nish Give me that Mo Moët Give me that Cris Cristal Ladies love my style, at my table, gettin' wild Get them bottles poppin', we"
Like A G6,Cris Cristal Ladies,ORG,2010.0,"Nish Give me that Mo Moët Give me that Cris Cristal Ladies love my style, at my table, gettin' wild Get them bottles poppin', we"
Whatcha Say,one,CARDINAL,2010.0,say? How could I live with myself Knowing that I let our love go? And what I'd do with one chance I just gotta let
Baby,Said,PERSON,2010.0,"Said There s another, and looked right in my eyes My first love broke my heart for the first time, and I was like... Baby,"
Baby,first,ORDINAL,2010.0,"Said There s another, and looked right in my eyes My first love broke my heart for the first time, and I was like... Baby,"
Baby,first,ORDINAL,2010.0,"Said There s another, and looked right in my eyes My first love broke my heart for the first time, and I was like... Baby,"
Baby,first,ORDINAL,2010.0,"down, down, down, down And I just can t believe my first love won t be around, and I'm like... Baby, baby, baby Like baby,"
Baby,13,DATE,2010.0,"always be mine, mine When I was 13, I had my first love There was nobody that compared to my baby And nobody came between"
Baby,first,ORDINAL,2010.0,"always be mine, mine When I was 13, I had my first love There was nobody that compared to my baby And nobody came between"
Mine,first,ORDINAL,2010.0,"I look at you, it's like the first time I fell in love with a careless man's careful daughter She is the best thing that's"
Young Forever,Young'll,ORG,2010.0,"to his son's ears Young'll get younger every year, So if you love me baby, this is how you let me know Don't ever let"
Young Forever,every year,DATE,2010.0,"to his son's ears Young'll get younger every year, So if you love me baby, this is how you let me know Don't ever let"
Blah Blah Blah,dick,PERSON,2010.0,"me where your dick's at Music's up Listen hot stuff, I'm in love with this song So just hush Baby, shut up Heard enough Stop"
Blah Blah Blah,Music,ORG,2010.0,"me where your dick's at Music's up Listen hot stuff, I'm in love with this song So just hush Baby, shut up Heard enough Stop"
Blah Blah Blah,Baby,PRODUCT,2010.0,"me where your dick's at Music's up Listen hot stuff, I'm in love with this song So just hush Baby, shut up Heard enough Stop"
Blah Blah Blah,Heard enough Stop,ORG,2010.0,"me where your dick's at Music's up Listen hot stuff, I'm in love with this song So just hush Baby, shut up Heard enough Stop"
Blah Blah Blah,blah Boy,PERSON,2010.0,"blah Boy, c'mon and get my rocks off Come put a little love in my glove box Wanna dance, with no pants on? Meet me"
Blah Blah Blah,Wanna,PERSON,2010.0,"blah Boy, c'mon and get my rocks off Come put a little love in my glove box Wanna dance, with no pants on? Meet me"
Blah Blah Blah,Baby,PRODUCT,2010.0,"be naked and you're wasted Music's up Listen hot stuff, I'm in love with this song So just hush Baby, shut up Heard enough Stop"
Blah Blah Blah,Heard enough Stop,ORG,2010.0,"be naked and you're wasted Music's up Listen hot stuff, I'm in love with this song So just hush Baby, shut up Heard enough Stop"
Bottoms Up,Girl,PERSON,2010.0,"Bottoms up, bottoms up, pocket full of green Girl, you know I love the way you shake it in them jeans Bottoms up, bottoms up,"
Bottoms Up,Girl,PERSON,2010.0,"Bottoms up, bottoms up, pocket full of green Girl, you know I love the way you shake it in them jeans Bottoms up, bottoms up,"
Bottoms Up,Girl,PERSON,2010.0,"Bottoms up, bottoms up, pocket full of green Girl, you know I love the way you shake it in them jeans Bottoms up, bottoms up,"
Bottoms Up,Girl,PERSON,2010.0,"Bottoms up, bottoms up, pocket full of green Girl, you know I love the way you shake it in them jeans Bottoms up, bottoms up,"
Meet Me Halfway,Wanna,PERSON,2010.0,"travel downtown Wanna have you around, 'round like every single day I love you always, ways I'll meet you halfway Can you meet me halfway?"
Paparazzi,Baby,PRODUCT,2010.0,"boy is mine Baby, you'll be famous Chase you down until you love me Papa paparazzi I'll be your girl backstage at your show Velvet"
Paparazzi,Chase,ORG,2010.0,"boy is mine Baby, you'll be famous Chase you down until you love me Papa paparazzi I'll be your girl backstage at your show Velvet"
Paparazzi,Velvet,ORG,2010.0,"boy is mine Baby, you'll be famous Chase you down until you love me Papa paparazzi I'll be your girl backstage at your show Velvet"
Paparazzi,Baby,PRODUCT,2010.0,"boy is mine Baby, you'll be famous Chase you down until you love me Papa paparazzi Real good We dance in the studio Snap snap"
Paparazzi,Chase,ORG,2010.0,"boy is mine Baby, you'll be famous Chase you down until you love me Papa paparazzi Real good We dance in the studio Snap snap"
Paparazzi,Baby,PRODUCT,2010.0,"boy is mine Baby, you'll be famous Chase you down until you love me Papa paparazzi Promise I'll be kind But I won't stop until"
Paparazzi,Chase,ORG,2010.0,"boy is mine Baby, you'll be famous Chase you down until you love me Papa paparazzi Promise I'll be kind But I won't stop until"
Paparazzi,Promise,PERSON,2010.0,"boy is mine Baby, you'll be famous Chase you down until you love me Papa paparazzi Promise I'll be kind But I won't stop until"
Paparazzi,Baby,PRODUCT,2010.0,"boy is mine Baby, you'll be famous Chase you down until you love me Papa paparazzi"
Paparazzi,Chase,ORG,2010.0,"boy is mine Baby, you'll be famous Chase you down until you love me Papa paparazzi"
Your Love,a couple hundred,CARDINAL,2010.0,"love Your love, your love Your love, your love Your love, your love Your love, your love He the type to keep a couple hundred"
Your Love,Find,PERSON,2010.0,"love, your love Your love, your love Your love, your love Your love, your love Your love, your love Your love, your love Find me"
Your Love,Baby,PERSON,2010.0,"the stars Find me in your heart I'm in need of your love Your love, your love Your love Baby, you're the illest Your love"
Your Love,Baby,PERSON,2010.0,"Find me in your heart I'm in need of your love Your love, your love Your love Baby, you're the illest Your love Your love"
Your Love,Baby,PERSON,2010.0,"in your heart I'm in need of your love Your love, your love Your love Baby, you're the illest Your love Your love"
Your Love,Baby,PERSON,2010.0,"heart I'm in need of your love Your love, your love Your love Baby, you're the illest Your love Your love"
Your Love,Baby,PERSON,2010.0,"love Your love, your love Your love Baby, you're the illest Your love Your love"
Your Love,Baby,PERSON,2010.0,"love, your love Your love Baby, you're the illest Your love Your love"
Deuces,Valentines,ORG,2010.0,"used to be Valentines, together all the time Thought it was true love, but you know women lie It's like I sent my love with"
Deuces,two,CARDINAL,2010.0,"true love, but you know women lie It's like I sent my love with a text two times Call 'cause I care, but I ain't"
Impossible,Broken,PERSON,2010.0,"what I hoped would be Impossible, impossible Impossible, Impossible Falling out of love is hard Falling for betrayal is worse Broken trust and broken hearts"
Impossible,Empty,ORG,2010.0,"know, I know Thinking all you need is there Building faith on love and words Empty promises will wear I know, I know And now,"
Already Gone,Perfect,ORG,2010.0,"then We could feel the poison set in Perfect couldn't keep this love alive You know that I love you so, I love you enough"
Already Gone,Perfect,ORG,2010.0,"set in Perfect couldn't keep this love alive You know that I love you so, I love you enough to let you go I want"
I Made It (Cash Money Heroes),Funny,PERSON,2010.0,"for glamour,and I don't care for fame Im in this for the love of the game Funny how things can change They didn't believe in"
Hey Daddy (Daddy's Home),A hundred,CARDINAL,2010.0,"A hundred thou, baby? That's just two shows Have you ever made love with your neck froze With all VVS diamonds in your ear lobes?"
Hey Daddy (Daddy's Home),two,CARDINAL,2010.0,"A hundred thou, baby? That's just two shows Have you ever made love with your neck froze With all VVS diamonds in your ear lobes?"
Right Above It,Carter,PERSON,2010.0,"of that President Carter, Young Money Democrat Now tell me how you love it You know you at the top when only heaven is right"
Right Above It,Young Money,PERSON,2010.0,"of that President Carter, Young Money Democrat Now tell me how you love it You know you at the top when only heaven is right"
Right Above It,Democrat,NORP,2010.0,"of that President Carter, Young Money Democrat Now tell me how you love it You know you at the top when only heaven is right"
If I Die Young,holdin,PERSON,2010.0,"was holdin' my hand There's a boy here in town, says he'll love me forever Who would have thought forever could be severed by The"
If I Die Young,Gather,PERSON,2010.0,the river at dawn Send me away with the words of a love song the ballad of a dove Go with peace and love Gather
If I Die Young,Gather,PERSON,2010.0,"a love song the ballad of a dove Go with peace and love Gather up your tears, keep 'em in your pocket Save 'em for"
The Only Exception,the day,DATE,2010.0,"And that was the day that I promised I'd never sing of love if it does not exist But, darling You are the only exception"
The Only Exception,Deep,EVENT,2010.0,"the only exception Maybe I know, somewhere Deep in my soul, that love never lasts And we've got to find other ways To make it"
American Honey,American,NORP,2010.0,"the side of the road Where the church bells ring and strong love grows She grew up good, she grew up slow Like American honey"
Teach Me How To Dougie,Dougie,PERSON,2010.0,teach me how to Dougie? You know why? Cause all the bitches love me All I need is a beat that's super bumpin' And for
Teach Me How To Dougie,I'mma,PERSON,2010.0,screw me Now you just do you and I'mma do me Niggas love to hate so they try to screw me Bitches be stuck to
Teach Me How To Dougie,Niggas,GPE,2010.0,screw me Now you just do you and I'mma do me Niggas love to hate so they try to screw me Bitches be stuck to
Teach Me How To Dougie,Dougie,GPE,2010.0,"to Dougie, teach me teach me how to Dougie All my bitches love me, all my all my bitches love me All my bitches love"
Teach Me How To Dougie,Dougie,PERSON,2010.0,"to Dougie, teach me teach me how to Dougie All my bitches love me, all my all my bitches love me All my bitches love"
Teach Me How To Dougie,Dougie,PERSON,2010.0,"to Dougie All my bitches love me, all my all my bitches love me All my bitches love me, you ain't fuckin' with my Dougie"
Teach Me How To Dougie,Dougie,PERSON,2010.0,"love me, all my all my bitches love me All my bitches love me, you ain't fuckin' with my Dougie The name is Yung for"
Teach Me How To Dougie,Yung,PERSON,2010.0,"love me, all my all my bitches love me All my bitches love me, you ain't fuckin' with my Dougie The name is Yung for"
Teach Me How To Dougie,Dougie,GPE,2010.0,"to Dougie, teach me teach me how to Dougie All my bitches love me, all my all my bitches love me All my bitches love"
Teach Me How To Dougie,Dougie,PERSON,2010.0,"to Dougie, teach me teach me how to Dougie All my bitches love me, all my all my bitches love me All my bitches love"
Teach Me How To Dougie,Dougie,PERSON,2010.0,"to Dougie All my bitches love me, all my all my bitches love me All my bitches love me, you ain't fuckin' with my Dougie"
Teach Me How To Dougie,Dougie Back,PERSON,2010.0,"love me, all my all my bitches love me All my bitches love me, you ain't fuckin' with my Dougie Back of the party, I"
Teach Me How To Dougie,Dougie Cause,ORG,2010.0,"even if her legs long She like, you hubby I think she love me But I change the subject and I do my Dougie Cause"
Try Sleeping With  A Broken Heart,tonight,TIME,2010.0,"in Take me, make me, you know that I'll always be in love With you Right til the end So tonight, I'm gonna find a"
"Lover, Lover",yesterday,DATE,2010.0,"get to goin' I've got to say I know you used to love me But that was yesterday And the truth, I won't fight it"
"Lover, Lover",yesterday,DATE,2010.0,"that was yesterday And the truth, I won't fight it When the love starts burnin you got to do whats right Woah, lover, lover, lover"
"Lover, Lover",Woah,PERSON,2010.0,"that was yesterday And the truth, I won't fight it When the love starts burnin you got to do whats right Woah, lover, lover, lover"
"Lover, Lover",lover,ORG,2010.0,"that was yesterday And the truth, I won't fight it When the love starts burnin you got to do whats right Woah, lover, lover, lover"
"Lover, Lover",lover,PERSON,2010.0,"that was yesterday And the truth, I won't fight it When the love starts burnin you got to do whats right Woah, lover, lover, lover"
"Lover, Lover",Lover,ORG,2010.0,"Im walkin out the door Lover lover I know you used to love me in every way, but now I'm givin up And I'm tired"
Give Me Everything,Nothing,WORK_OF_ART,2011.0,say Or what games they play Nothing is enough Till they handle love Let's do it tonight I want you tonight I want you to
Give Me Everything,tonight,TIME,2011.0,say Or what games they play Nothing is enough Till they handle love Let's do it tonight I want you tonight I want you to
Give Me Everything,tonight,TIME,2011.0,say Or what games they play Nothing is enough Till they handle love Let's do it tonight I want you tonight I want you to
Give Me Everything,tonight,TIME,2011.0,"a princess But tonight, I can make you my queen And make love to you endless This is insane the way the name growin' Money"
Give Me Everything,' Money,WORK_OF_ART,2011.0,"a princess But tonight, I can make you my queen And make love to you endless This is insane the way the name growin' Money"
Give Me Everything,Nothing,WORK_OF_ART,2011.0,say Or what games they play Nothing is enough Till they handle love Let's do it tonight I want you tonight I want you to
Give Me Everything,tonight,TIME,2011.0,say Or what games they play Nothing is enough Till they handle love Let's do it tonight I want you tonight I want you to
Give Me Everything,tonight,TIME,2011.0,say Or what games they play Nothing is enough Till they handle love Let's do it tonight I want you tonight I want you to
Give Me Everything,Nothing,WORK_OF_ART,2011.0,say All the games they play Nothing is enough Till they handle love Let's do it tonight I want you tonight I want you to
Give Me Everything,tonight,TIME,2011.0,say All the games they play Nothing is enough Till they handle love Let's do it tonight I want you tonight I want you to
Give Me Everything,tonight,TIME,2011.0,say All the games they play Nothing is enough Till they handle love Let's do it tonight I want you tonight I want you to
F**K You (Forget You),Tryin,PERSON,2011.0,"lie and cheat Tryin' to keep tryin' to please 'Cause being in love with your ass ain't cheap, I pity the fool that falls in"
S&M;,Love,WORK_OF_ART,2011.0,"turning back Now the pain is my pleasure, 'cause nothing could measure Love is great, love is fine Out the box, outta line The affliction"
S&M;,Love,WORK_OF_ART,2011.0,"the pain is my pleasure, 'cause nothing could measure Love is great, love is fine Out the box, outta line The affliction of the feeling"
S&M;,Love,WORK_OF_ART,2011.0,"like it, like it C'mon, c'mon, c'mon I like it, like it Love is great, love is fine Out the box, outta line The affliction"
S&M;,Love,WORK_OF_ART,2011.0,"it C'mon, c'mon, c'mon I like it, like it Love is great, love is fine Out the box, outta line The affliction of the feeling"
S&M;,M M M S S S and M M M,ORG,2011.0,and M M M S S S and M M M I love the feeling you bring to me you turn me on It's exactly
Raise Your Glass,tonight,TIME,2011.0,the lights We're gonna lose our minds tonight What's the dealio? I love when it's all too much 5 A.M. turn the radio up Where's
Born This Way,Subway,PERSON,2011.0,"a drag, just be a queen Don't be Give yourself prudence and love your friends Subway kid, rejoice your truth In the religion of the"
Born This Way,Believe capital H,ORG,2011.0,"different lover is not a sin Believe capital H I M I love my life, I love this record and Mi amore vole fe yah"
Born This Way,Believe capital H I M,ORG,2011.0,"a sin Believe capital H I M I love my life, I love this record and Mi amore vole fe yah I'm beautiful in my"
Born This Way,Rejoice,FAC,2011.0,"orient Whether life's disabilities Left you outcast, bullied, or teased Rejoice and love yourself today 'Cause baby, you were born this way No matter gay,"
Born This Way,today,DATE,2011.0,"orient Whether life's disabilities Left you outcast, bullied, or teased Rejoice and love yourself today 'Cause baby, you were born this way No matter gay,"
Look At Me Now,10 years,DATE,2011.0,"I get what you get in 10 years in two days Ladies love me, I'm on my Cool J If you get what I get,"
Look At Me Now,two days,DATE,2011.0,"I get what you get in 10 years in two days Ladies love me, I'm on my Cool J If you get what I get,"
How To Love,second,ORDINAL,2011.0,"forever Now you in a corner trying put it together How to love, how to love For a second you were here, now you over"
How To Love,second,ORDINAL,2011.0,"in a corner trying put it together How to love, how to love For a second you were here, now you over there It's hard"
How To Love,un,ORG,2011.0,"stare the way you're moving your body Like you never had a love, never had a love When you was just a young un, your"
How To Love,un,ORG,2011.0,"moving your body Like you never had a love, never had a love When you was just a young un, your looks were so precious"
How To Love,second,ORDINAL,2011.0,"forever Now you in a corner tryning put it together How to love, how to love For a second you were here, now you over"
How To Love,second,ORDINAL,2011.0,"in a corner tryning put it together How to love, how to love For a second you were here, now you over there It's hard"
How To Love,second,ORDINAL,2011.0,"forever Now you in this corner tryna put it together How to love, how to love For a second you were here, now you over"
How To Love,second,ORDINAL,2011.0,"in this corner tryna put it together How to love, how to love For a second you were here, now you over there It's hard"
Someone Like You,Regrets,ORG,2011.0,"forget me, I beg I'll remember, you said Sometimes it lasts in love, but sometimes it hurts instead. Nothing compares, no worries or cares Regrets"
Black And Yellow,another million,CARDINAL,2011.0,"'em Just made a million, got another million on my schedule No love for 'em, nigga breaking hearts No keys, push to start you know"
Lighters,a minute,TIME,2011.0,I ain't gotta stop the beat a minute to tell Shady I love him The same way that he did Dr. Dre on The Chronic
Lighters,Shady,PERSON,2011.0,I ain't gotta stop the beat a minute to tell Shady I love him The same way that he did Dr. Dre on The Chronic
Lighters,Dre,PERSON,2011.0,I ain't gotta stop the beat a minute to tell Shady I love him The same way that he did Dr. Dre on The Chronic
If I Die Young,holdin,PERSON,2011.0,"was holdin' my hand There's a boy here in town, says he'll love me forever Who would have thought forever could be severed by The"
If I Die Young,Gather,PERSON,2011.0,the river at dawn Send me away with the words of a love song the ballad of a dove Go with peace and love Gather
If I Die Young,Gather,PERSON,2011.0,"a love song the ballad of a dove Go with peace and love Gather up your tears, keep 'em in your pocket Save 'em for"
Coming Home,ballin,PRODUCT,2011.0,"ballin' Baby, we been living in sin Cause we been really in love, but we been living as friends So you've been a guest in"
Coming Home,Baby,PRODUCT,2011.0,"ballin' Baby, we been living in sin Cause we been really in love, but we been living as friends So you've been a guest in"
6 Foot 7 Foot,Keep,PERSON,2011.0,"pause To feed them, on my grind, did I get a little love Keep throwin' my sign in the middle Hit 'em up, piece on"
I'm On One,million,CARDINAL,2011.0,"me Never seen a million cash, gotta count it carefully Ever made love to the woman of your dreams In a room full of money"
Yeah 3x,Girl,PERSON,2011.0,"it's party time Girl, don't feel outta place 'cause I I'm in love with this feeling now And I, I, I hope that this will"
Yeah 3x,Girl,PERSON,2011.0,"come with me Girl, don't feel outta place 'cause I I'm in love with this feeling now And I, I, I hope that this will"
Stereo Love,tonight,TIME,2011.0,"my love is dying inside I hate to see you cry, my love is dying inside I haven't seen you smilin' but I'm dying tonight"
Jar Of Hearts,half,CARDINAL,2011.0,"regret Don't you know I'm not your ghost anymore You lost the love I loved the most I've learned to live, half alive And now"
Jar Of Hearts,Runnin,ORG,2011.0,are? Runnin' 'round leaving scars Collecting your jar of hearts And tearing love apart You're gonna catch a cold From the ice inside your soul
Jar Of Hearts,Runnin,ORG,2011.0,are? Runnin' 'round leaving scars Collecting your jar of hearts And tearing love apart You're gonna catch a cold From the ice inside your soul
Jar Of Hearts,Runnin,ORG,2011.0,are? Runnin' 'round leaving scars Collecting your jar of hearts And tearing love apart You're gonna catch a cold From the ice inside your soul
Jar Of Hearts,Runnin,ORG,2011.0,are? Runnin' 'round leaving scars Collecting your jar of hearts And tearing love apart You're gonna catch a cold From the ice inside your soul
What The Hell,Love,WORK_OF_ART,2011.0,"with your head All 'cause I was making out with your friend Love hurts, whether it's right or wrong I can't stop 'cause I'm having"
Bottoms Up,Girl,PERSON,2011.0,"Bottoms up, bottoms up, pocket full of green Girl, you know I love the way you shake it in them jeans Bottoms up, bottoms up,"
Bottoms Up,Girl,PERSON,2011.0,"Bottoms up, bottoms up, pocket full of green Girl, you know I love the way you shake it in them jeans Bottoms up, bottoms up,"
Bottoms Up,Girl,PERSON,2011.0,"Bottoms up, bottoms up, pocket full of green Girl, you know I love the way you shake it in them jeans Bottoms up, bottoms up,"
Bottoms Up,Girl,PERSON,2011.0,"Bottoms up, bottoms up, pocket full of green Girl, you know I love the way you shake it in them jeans Bottoms up, bottoms up,"
DJ Got Us Fallin' In Love,tonight,TIME,2011.0,"Eyes, eye eyes 'Cause baby, tonight The DJ got us falling in love again baby, tonight The DJ got us falling in love again So"
DJ Got Us Fallin' In Love,tonight,TIME,2011.0,"Eyes, eye eyes 'Cause baby, tonight The DJ got us falling in love again baby, tonight The DJ got us falling in love again So"
DJ Got Us Fallin' In Love,tonight,TIME,2011.0,"falling in love again baby, tonight The DJ got us falling in love again So dance, dance like it's the last, last night Of your"
DJ Got Us Fallin' In Love,tonight,TIME,2011.0,"get you right 'Cause baby, tonight The DJ got us falling in love again Keep downin' drinks like there's no tomorrow There's just right, now,"
DJ Got Us Fallin' In Love,tonight,TIME,2011.0,"Eyes, eye eyes 'Cause baby, tonight The DJ got us falling in love again baby, tonight The DJ got us falling in love again So"
DJ Got Us Fallin' In Love,tonight,TIME,2011.0,"Eyes, eye eyes 'Cause baby, tonight The DJ got us falling in love again baby, tonight The DJ got us falling in love again So"
DJ Got Us Fallin' In Love,tonight,TIME,2011.0,"falling in love again baby, tonight The DJ got us falling in love again So dance, dance like it's the last, last night Of your"
DJ Got Us Fallin' In Love,tonight,TIME,2011.0,"get you right 'Cause baby, tonight The DJ got us falling in love again Usher, don't lie! Haha Hear no evil, I speak no evil,"
DJ Got Us Fallin' In Love,tonight,TIME,2011.0,"and you, dale 'Cause baby, tonight The DJ got us falling in love again baby, tonight The DJ got us falling in love, falling in"
DJ Got Us Fallin' In Love,tonight,TIME,2011.0,"and you, dale 'Cause baby, tonight The DJ got us falling in love again baby, tonight The DJ got us falling in love, falling in"
DJ Got Us Fallin' In Love,tonight,TIME,2011.0,"falling in love again baby, tonight The DJ got us falling in love, falling in love, o So dance, dance like it's the last, last"
DJ Got Us Fallin' In Love,tonight,TIME,2011.0,"again baby, tonight The DJ got us falling in love, falling in love, o So dance, dance like it's the last, last night Of your"
DJ Got Us Fallin' In Love,tonight,TIME,2011.0,"get you right 'Cause baby, tonight The DJ got us falling in love again baby, tonight The DJ got us falling in love again So"
DJ Got Us Fallin' In Love,tonight,TIME,2011.0,"get you right 'Cause baby, tonight The DJ got us falling in love again baby, tonight The DJ got us falling in love again So"
DJ Got Us Fallin' In Love,tonight,TIME,2011.0,"falling in love again baby, tonight The DJ got us falling in love again So dance, dance like it's the last, last night Of your"
DJ Got Us Fallin' In Love,tonight,TIME,2011.0,"get you right 'Cause baby, tonight The DJ got us falling in love again Hahaha... Thank you, DJ, haha"
DJ Got Us Fallin' In Love,Hahaha,GPE,2011.0,"get you right 'Cause baby, tonight The DJ got us falling in love again Hahaha... Thank you, DJ, haha"
Honey Bee,two,CARDINAL,2011.0,"but fall in each other s arms I could have said I love you Could have wrote you a line or two Baby, all I"
We Found Love,Shine,PERSON,2011.0,a hopeless place We found love in a hopeless place We found love in a hopeless place We found love in a hopeless place Shine
We Found Love,Shine,PERSON,2011.0,a hopeless place We found love in a hopeless place We found love in a hopeless place Shine a light through an open door Love
We Found Love,Love,WORK_OF_ART,2011.0,a hopeless place We found love in a hopeless place We found love in a hopeless place Shine a light through an open door Love
We Found Love,Shine,PERSON,2011.0,"love in a hopeless place Shine a light through an open door Love and life, I will divide Turn away cause I need you more"
We Found Love,Love,WORK_OF_ART,2011.0,"love in a hopeless place Shine a light through an open door Love and life, I will divide Turn away cause I need you more"
We Found Love,Turn,PERSON,2011.0,"love in a hopeless place Shine a light through an open door Love and life, I will divide Turn away cause I need you more"
We Found Love,Yellow,PRODUCT,2011.0,a hopeless place We found love in a hopeless place We found love in a hopeless place We found love in a hopeless place Yellow
We Found Love,Yellow,PERSON,2011.0,a hopeless place We found love in a hopeless place We found love in a hopeless place Yellow diamonds in the light And we're standing
You And I,Sit,ORG,2011.0,"high heels on Sit back down on the couch where we Made love the first time and you said to me, There s... something about"
You And I,first,ORDINAL,2011.0,"high heels on Sit back down on the couch where we Made love the first time and you said to me, There s... something about"
You And I,Sit,ORG,2011.0,"high heels on Sit back down on the couch where we Made love the first time and you said to me, There s... something about"
You And I,first,ORDINAL,2011.0,"high heels on Sit back down on the couch where we Made love the first time and you said to me, There s... something about"
You And I,Nebraska,GPE,2011.0,"right So put your drinks up, for Nebraska For Nebraska, Nebraska, I love You and I You, you and I Baby, I'd rather die Without"
You And I,Nebraska,GPE,2011.0,"right So put your drinks up, for Nebraska For Nebraska, Nebraska, I love You and I You, you and I Baby, I'd rather die Without"
You And I,Nebraska,GPE,2011.0,"right So put your drinks up, for Nebraska For Nebraska, Nebraska, I love You and I You, you and I Baby, I'd rather die Without"
Like A G6,Mo Moët,PERSON,2011.0,"Nish Give me that Mo Moët Give me that Cris Cristal Ladies love my style, at my table, gettin' wild Get them bottles poppin', we"
Like A G6,Cris Cristal Ladies,ORG,2011.0,"Nish Give me that Mo Moët Give me that Cris Cristal Ladies love my style, at my table, gettin' wild Get them bottles poppin', we"
Teenage Dream,Valentine,PERSON,2011.0,"my Valentine, Valentine Let's go all the way tonight No regrets, just love We can dance until we die You and I, we'll be young"
Teenage Dream,Valentine,PERSON,2011.0,"my Valentine, Valentine Let's go all the way tonight No regrets, just love We can dance until we die You and I, we'll be young"
Teenage Dream,tonight,TIME,2011.0,"my Valentine, Valentine Let's go all the way tonight No regrets, just love We can dance until we die You and I, we'll be young"
Teenage Dream,tonight,TIME,2011.0,"piece I'm complete Let's go all the way tonight No regrets, just love We can dance until we die You and I, we'll be young"
Crazy Girl,don,PERSON,2011.0,"ever changin my mind Crazy girl, don t you know that I love you? And I wouldn t dream of goin nowhere Silly woman, come"
Crazy Girl,Silly,GPE,2011.0,"ever changin my mind Crazy girl, don t you know that I love you? And I wouldn t dream of goin nowhere Silly woman, come"
Crazy Girl,Wouldn,PERSON,2011.0,"come here, let me hold you Have I told you lately? I love you like crazy, girl Wouldn t last a single day I d"
Crazy Girl,don,PERSON,2011.0,"make you all mine Crazy girl, don t you know that I love you? And I wouldn t dream of goin nowhere Silly woman, come"
Crazy Girl,Silly,GPE,2011.0,"make you all mine Crazy girl, don t you know that I love you? And I wouldn t dream of goin nowhere Silly woman, come"
Crazy Girl,don,PERSON,2011.0,"come here, let me hold you Have I told you lately? I love you like crazy, girl Like crazy, girl Crazy girl, don t you"
Crazy Girl,don,PERSON,2011.0,"girl Like crazy, girl Crazy girl, don t you know that I love you? And I wouldn t dream of goin nowhere Silly woman, come"
Crazy Girl,Silly,GPE,2011.0,"girl Like crazy, girl Crazy girl, don t you know that I love you? And I wouldn t dream of goin nowhere Silly woman, come"
Crazy Girl,don,PERSON,2011.0,"come here, let me hold you Have I told you lately? I love you like Crazy, girl, don t you know that I love you?"
Crazy Girl,don,PERSON,2011.0,"I love you like Crazy, girl, don t you know that I love you? I wouldn t dream of goin nowhere Silly woman, come here,"
Crazy Girl,Silly,GPE,2011.0,"I love you like Crazy, girl, don t you know that I love you? I wouldn t dream of goin nowhere Silly woman, come here,"
Knee Deep,Sunshine,PERSON,2011.0,live in it Sunshine going to wash my blues away Had sweet love but I lost it She got too close so I fought her
Country Girl (Shake It For Me),Georgia,GPE,2011.0,boots in the Georgia mud Gonna watch you make me fall in love Get up on the hood of my daddy's tractor Up on the
Remind Me,Remind,NORP,2011.0,"kiss your neck Remind me, remind me So on fire so in love Way back when we couldn't get enough Remind me, remind me Remember"
Remind Me,Remind,LOC,2011.0,"kiss your neck Remind me, remind me So on fire so in love Way back when we couldn't get enough Remind me, remind me Remember"
Remind Me,Remind,NORP,2011.0,"just sleep Remind me, baby, remind me so on fire so in love That look in your eyes that I miss so much Remind me,"
Remind Me,Baby,PERSON,2011.0,"feel that way I want to hold you close if you still love me Don't just assume I know Baby, remind me, remind me Do"
Where Them Girls At,Outta,ORG,2011.0,"doing too much Ten to one of me, I can handle that love Outta of my reach, we can all get buzz Holla 'cause I"
